order,rent,number of beds,number of baths,size,address,contact,link,walk_score,transit_score,bike_score,school1_names,school1_info,school1_score,school2_names,school2_info,school2_score,school3_names,school3_info,school3_score,rent/size,average transit score,total school score,rent/size Normalized,total school score Normalized,average transit score Normalized,final score,final score without transit
21,3700.0,4.0,2.5,1736.0,"10025 Cotton Farm Rd, Fairfax, VA 22032",(703) 349-0144,https://www.redfin.com/VA/Fairfax/10025-Cotton-Farm-Rd-22032/home/9615743,,,,Frost Middle School,"Public, 7-8 • Assigned • 1.1mi",7.0,Woodson High School,"Public, 9-12 • Assigned • 1.0mi",8.0,,,0.0,2.1313364055299537,,15.0,0.5112930636155033,0.8888888888888888,,,0.7756101413068731
22,4000.0,5.0,3.0,2680.0,"9301 Santayana Dr, Fairfax, VA 22031",(703) 966-2232,https://www.redfin.com/VA/Fairfax/9301-Santayana-Dr-22031/home/9617063,,,,Frost Middle School,"Public, 7-8 • Assigned • 1.7mi",7.0,Woodson High School,"Public, 9-12 • Assigned • 1.5mi",8.0,,,0.0,1.492537313432836,,15.0,0.8031751898434508,0.8888888888888888,,,0.8631747791752573
23,3750.0,4.0,2.5,1736.0,"4349 Farm House Ln, Fairfax, VA 22032",(703) 533-8660,https://www.redfin.com/VA/Fairfax/4349-Farm-House-Ln-22032/home/9690108,,,,Frost Middle School,"Public, 7-8 • Assigned • 1.3mi",7.0,Woodson High School,"Public, 9-12 • Assigned • 1.3mi",8.0,,,0.0,2.160138248847926,,15.0,0.49813283315973456,0.8888888888888888,,,0.7716620721701425
24,3200.0,3.0,2.5,2188.0,"4490 Beacon Grove Cir, Fairfax, VA 22033",(703) 564-4000,https://www.redfin.com/VA/Fairfax/4490-Beacon-Grove-Cir-22033/home/28551097,,,,Johnson Middle School,"Public, 7-8 • Assigned • 2.5mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 4.7mi",5.0,,,0.0,1.4625228519195612,,10.0,0.8168894936871226,0.3333333333333333,,,0.47840018143947005
25,3990.0,5.0,3.0,2016.0,"5029 Gadsen Dr, Fairfax, VA 22032",(703) 449-7629,https://www.redfin.com/VA/Fairfax/5029-Gadsen-Dr-22032/home/9692753,,,,Robinson Secondary,"Public, 7-12 • Assigned • 0.4mi",7.0,,,0.0,,,0.0,1.9791666666666667,,7.0,0.5808229478568152,0.0,,,0.17424688435704455
26,3500.0,5.0,3.0,1674.0,"4608 Braeburn Dr, Fairfax, VA 22032",(703) 636-7300,https://www.redfin.com/VA/Fairfax/4608-Braeburn-Dr-22032/home/9697976,,,,Frost Middle School,"Public, 7-8 • Assigned • 1.1mi",7.0,Woodson High School,"Public, 9-12 • Assigned • 1.3mi",8.0,,,0.0,2.090800477897252,,15.0,0.5298148694421408,0.8888888888888888,,,0.7811666830548644
27,3700.0,4.0,3.5,2700.0,"4000 Park Chase Dr, Fairfax, VA 22030",(703) 815-5700,https://www.redfin.com/VA/Fairfax/4000-Park-Chase-Dr-22030/home/9837130,65.0,44.0,59.0,Frost Middle School,"Public, 7-8 • Assigned • 4.3mi",7.0,Woodson High School,"Public, 9-12 • Assigned • 4.1mi",8.0,,,0.0,1.3703703703703705,56.0,15.0,0.858996100575772,0.8888888888888888,0.6500000000000001,0.838109161398997,0.8799210523949537
28,3400.0,3.0,2.5,1638.0,"3809 Keith Ave, Fairfax, VA 22030",(703) 378-8810,https://www.redfin.com/VA/Fairfax/3809-Keith-Ave-22030/home/12026511,69.0,40.0,64.0,Johnson Middle School,"Public, 7-8 • Assigned • 0.9mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 1.5mi",5.0,,,0.0,2.075702075702076,57.666666666666664,10.0,0.5367136797095524,0.3333333333333333,0.675,0.48627350652144286,0.39434743724619903
29,3400.0,3.0,3.5,2140.0,"12605 Buckleys Gate Dr, Fairfax, VA 22030",(703) 938-6070,https://www.redfin.com/VA/Fairfax/12605-Buckleys-Gate-Dr-22030/home/9840559,,,,Johnson Middle School,"Public, 7-8 • Assigned • 3.1mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 5.2mi",5.0,,,0.0,1.588785046728972,,10.0,0.7591973674159488,0.3333333333333333,,,0.4610925435581179
30,4350.0,4.0,2.0,2342.0,"6563 Williamsburg Blvd, Arlington, VA 22213",(703) 964-1290,https://www.redfin.com/VA/Arlington/6563-Williamsburg-Blvd-22213/home/11224677,54.0,33.0,57.0,Williamsburg Middle School,"Public, 6-8 • Assigned • 1.0mi",9.0,Yorktown High School,"Public, 9-12 • Assigned • 1.1mi",7.0,,,0.0,1.8573868488471392,48.0,16.0,0.636466972083781,1.0,0.5300000000000001,0.7477334860418905,0.8909400916251342
31,3950.0,4.0,3.0,1838.0,"5124 23rd Rd N, Arlington, VA 22207",(703) 525-1900,https://www.redfin.com/VA/Arlington/5124-23rd-Rd-N-22207/home/11228281,91.0,45.0,75.0,Williamsburg Middle School,"Public, 6-8 • Assigned • 1.2mi",9.0,Yorktown High School,"Public, 9-12 • Assigned • 0.6mi",7.0,,,0.0,2.1490750816104462,70.33333333333333,16.0,0.5031878509517762,1.0,0.8650000000000001,0.7313439254758881,0.8509563552855328
32,4960.0,3.0,2.0,1526.0,"Io Piazza By Windsor | 2727 S Quincy St, Arlington, VA 22206",(571) 348-9465,https://www.redfin.com/VA/Arlington/Io-Piazza-By-Windsor/apartment/11279949,86.0,57.0,80.0,Gunston Middle School,"Public, 6-8 • Assigned • 1.0mi",5.0,Wakefield High School,"Public, 9-12 • Assigned • 1.4mi",4.0,,,0.0,3.250327653997379,74.33333333333333,9.0,0.0,0.2222222222222222,0.925,0.21652777777777776,0.15555555555555553
33,4200.0,3.0,3.0,1957.0,"4942 34th Rd N, Arlington, VA 22207",(703) 378-8810,https://www.redfin.com/VA/Arlington/4942-34th-Rd-N-22207/home/11229046,21.0,34.0,47.0,Williamsburg Middle School,"Public, 6-8 • Assigned • 0.5mi",9.0,Yorktown High School,"Public, 9-12 • Assigned • 0.6mi",7.0,,,0.0,2.1461420541645375,34.0,16.0,0.5045280192422261,1.0,0.32000000000000006,0.650264009621113,0.8513584057726677
34,3930.0,3.0,3.5,1667.0,"2041 N Glebe Rd, Arlington, VA 22207",(703) 971-5000,https://www.redfin.com/VA/Arlington/2041-N-Glebe-Rd-22207/home/11234845,80.0,49.0,66.0,Dorothy Hamm Middle,"Public, 6-8 • Assigned • 0.6mi",7.0,Yorktown High School,"Public, 9-12 • Assigned • 1.1mi",7.0,,,0.0,2.35752849430114,65.0,14.0,0.40794065027732496,0.7777777777777778,0.7850000000000001,0.5939425473608847,0.6668266395276419
35,3800.0,3.0,3.5,2000.0,"2025 N Glebe Rd, Arlington, VA 22207",(703) 228-9007,https://www.redfin.com/VA/Arlington/2025-N-Glebe-Rd-22207/home/11234852,80.0,49.0,66.0,Dorothy Hamm Middle,"Public, 6-8 • Assigned • 0.6mi",7.0,Yorktown High School,"Public, 9-12 • Assigned • 1.1mi",7.0,,,0.0,1.9,65.0,14.0,0.6169960346362386,0.7777777777777778,0.7850000000000001,0.6984702395403415,0.729543254835316
36,3050.0,4.0,3.0,1980.0,"1724 S Oakland St, Arlington, VA 22204",(703) 436-6964,https://www.redfin.com/VA/Arlington/1724-S-Oakland-St-22204/home/11263916,54.0,56.0,78.0,Jefferson Middle School,"Public, 6-8 • Assigned • 1.2mi",6.0,Wakefield High School,"Public, 9-12 • Assigned • 1.1mi",4.0,,,0.0,1.5404040404040404,62.666666666666664,10.0,0.7813037717140655,0.3333333333333333,0.7500000000000001,0.6198185525236994,0.4677244648475529
37,4800.0,4.0,4.5,2878.0,"2313 N Van Buren Ct, Arlington, VA 22205",(703) 224-6000,https://www.redfin.com/VA/Arlington/2313-N-Van-Buren-Ct-22205/home/11239225,66.0,65.0,81.0,Williamsburg Middle School,"Public, 6-8 • Assigned • 1.6mi",9.0,Yorktown High School,"Public, 9-12 • Assigned • 1.4mi",7.0,,,0.0,1.6678248783877694,70.66666666666667,16.0,0.7230822344943737,1.0,0.8700000000000002,0.8420411172471869,0.916924670348312
38,3500.0,3.0,2.0,1500.0,"924 N Liberty St, Arlington, VA 22205",(703) 471-7220,https://www.redfin.com/VA/Arlington/924-N-Liberty-St-22205/home/11241041,58.0,44.0,78.0,Swanson Middle School,"Public, 6-8 • Assigned • 0.5mi",6.0,Yorktown High School,"Public, 9-12 • Assigned • 1.9mi",7.0,,,0.0,2.3333333333333335,60.0,13.0,0.4189959806857111,0.6666666666666666,0.7100000000000002,0.5493313236761889,0.59236546087238
39,3990.0,4.0,3.0,1620.0,"27 N Bedford St, Arlington, VA 22201",(703) 349-0144,https://www.redfin.com/VA/Arlington/27-N-Bedford-St-22201/home/11255885,69.0,49.0,70.0,Jefferson Middle School,"Public, 6-8 • Assigned • 0.7mi",6.0,Washington Liberty High School,"Public, 9-12 • Assigned • 1.6mi",5.0,,,0.0,2.462962962962963,62.666666666666664,11.0,0.35976519531589535,0.4444444444444444,0.7500000000000001,0.4479381532135033,0.41904066970587966
40,3800.0,3.0,2.5,2409.0,"4093 Sutherland Pl, Fairfax, VA 22030",(703) 634-5450,https://www.redfin.com/VA/Fairfax/4093-Sutherland-Pl-22030/home/17120658,,,,Johnson Middle School,"Public, 7-8 • Assigned • 1.1mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 1.8mi",5.0,,,0.0,1.5774180157741802,,10.0,0.7643912275905013,0.3333333333333333,,,0.4626507016104837
41,4960.0,3.0,2.0,1526.0,"Io Piazza By Windsor | 2727 S Quincy St, Arlington, VA 22206",(571) 348-9465,https://www.redfin.com/VA/Arlington/Io-Piazza-By-Windsor/apartment/11279949,86.0,57.0,80.0,Gunston Middle School,"Public, 6-8 • Assigned • 1.0mi",5.0,Wakefield High School,"Public, 9-12 • Assigned • 1.4mi",4.0,,,0.0,3.250327653997379,74.33333333333333,9.0,0.0,0.2222222222222222,0.925,0.21652777777777776,0.15555555555555553
42,4795.0,4.0,3.5,3684.0,"3514 Cobb Dr, Fairfax, VA 22030",(703) 519-0951,https://www.redfin.com/VA/Fairfax/3514-Cobb-Dr-22030/home/12024305,32.0,39.0,37.0,Johnson Middle School,"Public, 7-8 • Assigned • 0.4mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 1.8mi",5.0,,,0.0,1.3015743756786102,36.0,10.0,0.8904305867154998,0.3333333333333333,0.3500000000000001,0.6143819600244166,0.5004625093479832
43,4500.0,4.0,3.0,3055.0,"10506 Norman Ave, Fairfax, VA 22030",(703) 971-5000,https://www.redfin.com/VA/Fairfax/10506-Norman-Ave-22030/home/12024593,54.0,39.0,49.0,Johnson Middle School,"Public, 7-8 • Assigned • 1.0mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 1.2mi",5.0,,,0.0,1.4729950900163666,47.333333333333336,10.0,0.8121044851298528,0.3333333333333333,0.5200000000000001,0.6007189092315931,0.4769646788722891
44,3300.0,3.0,3.0,2214.0,"11005 Fairchester Dr, Fairfax, VA 22030",(703) 642-5683,https://www.redfin.com/VA/Fairfax/11005-Fairchester-Dr-22030/home/12026323,80.0,38.0,57.0,Johnson Middle School,"Public, 7-8 • Assigned • 0.3mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 2.2mi",5.0,,,0.0,1.4905149051490514,58.333333333333336,10.0,0.8040992751110647,0.3333333333333333,0.6850000000000002,0.6214663042221991,0.4745631158666527
45,3400.0,3.0,2.5,1638.0,"3809 Keith Ave, Fairfax, VA 22030",(703) 378-8810,https://www.redfin.com/VA/Fairfax/3809-Keith-Ave-22030/home/12026511,69.0,40.0,64.0,Johnson Middle School,"Public, 7-8 • Assigned • 0.9mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 1.5mi",5.0,,,0.0,2.075702075702076,57.666666666666664,10.0,0.5367136797095524,0.3333333333333333,0.675,0.48627350652144286,0.39434743724619903
46,3500.0,4.0,2.5,1887.0,"10626 Ashby Pl, Fairfax, VA 22030",(703) 533-8660,https://www.redfin.com/VA/Fairfax/10626-Ashby-Pl-22030/home/12028272,56.0,40.0,62.0,Johnson Middle School,"Public, 7-8 • Assigned • 1.4mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 2.0mi",5.0,,,0.0,1.8547959724430312,52.666666666666664,10.0,0.6376508036248407,0.3333333333333333,0.6000000000000001,0.525492068479087,0.4246285744207855
47,3197.0,4.0,2.0,1666.0,"10727 Maple St, Fairfax, VA 22030",(703) 378-8810,https://www.redfin.com/VA/Fairfax/10727-Maple-St-22030/home/12028310,58.0,39.0,45.0,Johnson Middle School,"Public, 7-8 • Assigned • 1.2mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 2.0mi",5.0,,,0.0,1.918967587034814,47.333333333333336,10.0,0.6083293040449975,0.3333333333333333,0.5200000000000001,0.4988313186891654,0.41583212454683255
48,4500.0,4.0,3.5,3664.0,"4100 John Trammell Ct, Fairfax, VA 22030",(703) 815-5700,https://www.redfin.com/VA/Fairfax/4100-John-Trammell-Ct-22030/home/12029494,86.0,40.0,73.0,Johnson Middle School,"Public, 7-8 • Assigned • 1.8mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 1.4mi",5.0,,,0.0,1.2281659388646289,66.33333333333333,10.0,0.9239726046760972,0.3333333333333333,0.805,0.6994029690047153,0.5105251147361625
49,3600.0,3.0,2.5,2767.0,"10502 James Wren Way, Fairfax, VA 22030",(571) 565-4849,https://www.redfin.com/VA/Fairfax/10502-James-Wren-Way-22030/home/12029726,72.0,40.0,76.0,Johnson Middle School,"Public, 7-8 • Assigned • 1.5mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 1.8mi",5.0,,,0.0,1.3010480664980122,62.666666666666664,10.0,0.8906710695912377,0.3333333333333333,0.7500000000000001,0.6745022014622856,0.5005346542107046
50,3000.0,3.0,2.5,2310.0,"3870 Bradwater St, Fairfax, VA 22031",(703) 891-8500,https://www.redfin.com/VA/Fairfax/3870-Bradwater-St-22031/home/12030780,58.0,36.0,55.0,Johnson Middle School,"Public, 7-8 • Assigned • 2.9mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 1.1mi",5.0,,,0.0,1.2987012987012987,49.666666666666664,10.0,0.8917433622459114,0.3333333333333333,0.555,0.6457883477896225,0.5008563420071067
51,3800.0,3.0,2.5,2409.0,"4093 Sutherland Pl, Fairfax, VA 22030",(703) 634-5450,https://www.redfin.com/VA/Fairfax/4093-Sutherland-Pl-22030/home/17120658,,,,Johnson Middle School,"Public, 7-8 • Assigned • 1.1mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 1.8mi",5.0,,,0.0,1.5774180157741802,,10.0,0.7643912275905013,0.3333333333333333,,,0.4626507016104837
52,4000.0,3.0,2.5,2632.0,"4043 Columbia Pike, Arlington, VA 22204",(703) 636-7300,https://www.redfin.com/VA/Arlington/4043-Columbia-Pike-22204/home/18969225,85.0,59.0,71.0,Jefferson Middle School,"Public, 6-8 • Assigned • 0.7mi",6.0,Wakefield High School,"Public, 9-12 • Assigned • 1.0mi",4.0,,,0.0,1.5197568389057752,71.66666666666667,10.0,0.7907379571231054,0.3333333333333333,0.8850000000000002,0.6447856452282195,0.4705547204702649
53,3300.0,3.0,2.5,1848.0,"3548 S George Mason Dr, Alexandria, VA 22302",(703) 385-3600,https://www.redfin.com/VA/Alexandria/3548-S-George-Mason-Dr-22302/home/22047772,71.0,62.0,62.0,Glasgow Middle School,"Public, 6-8 • Assigned • 1.5mi",4.0,Justice High School,"Public, 9-12 • Assigned • 2.0mi",3.0,,,0.0,1.7857142857142858,65.0,7.0,0.6692158290847292,0.0,0.7850000000000001,0.4523579145423646,0.20076474872541875
54,3200.0,3.0,2.5,2188.0,"4490 Beacon Grove Cir, Fairfax, VA 22033",(703) 564-4000,https://www.redfin.com/VA/Fairfax/4490-Beacon-Grove-Cir-22033/home/28551097,,,,Johnson Middle School,"Public, 7-8 • Assigned • 2.5mi",5.0,Fairfax High School,"Public, 9-12 • Assigned • 4.7mi",5.0,,,0.0,1.4625228519195612,,10.0,0.8168894936871226,0.3333333333333333,,,0.47840018143947005
55,5000.0,4.0,4.5,2552.0,"3400 11th St S, Arlington, VA 22204",(703) 449-7629,https://www.redfin.com/VA/Arlington/3400-11th-St-S-22204/home/95454797,90.0,60.0,88.0,Jefferson Middle School,"Public, 6-8 • Assigned • 0.7mi",6.0,Wakefield High School,"Public, 9-12 • Assigned • 1.4mi",4.0,,,0.0,1.9592476489028212,79.33333333333333,10.0,0.589924409222699,0.3333333333333333,1.0,0.5616288712780162,0.410310656100143
56,4200.0,3.0,3.5,1800.0,"9319 Lemon Mint Ct, Fairfax, VA 22031",(703) 854-1285,https://www.redfin.com/VA/Fairfax/9319-Lemon-Mint-Ct-22031/home/109701857,,,,Thoreau Middle School,"Public, 7-8 • Assigned • 1.9mi",6.0,Oakton High School,"Public, 9-12 • Assigned • 1.0mi",6.0,,,0.0,2.3333333333333335,,12.0,0.4189959806857111,0.5555555555555556,,,0.5145876830946022
57,4100.0,3.0,3.5,1944.0,"3068 Wild Blue Indigo Ct, Fairfax, VA 22031",(703) 281-8500,https://www.redfin.com/VA/Fairfax/3068-Wild-Blue-Indigo-Ct-22031/home/167748771,,,,Thoreau Middle School,"Public, 7-8 • Assigned • 2.0mi",6.0,Oakton High School,"Public, 9-12 • Assigned • 0.9mi",6.0,,,0.0,2.1090534979423867,,12.0,0.5214746410874562,0.5555555555555556,,,0.5453312812151258
58,4950.0,4.0,3.5,2744.0,"3060 Wild Blue Indigo Ct, Fairfax, VA 22031",(703) 636-7300,https://www.redfin.com/VA/Fairfax/3060-Wild-Blue-Indigo-Ct-22031/home/167748775,,,,Thoreau Middle School,"Public, 7-8 • Assigned • 2.0mi",6.0,Oakton High School,"Public, 9-12 • Assigned • 0.9mi",6.0,,,0.0,1.803935860058309,,12.0,0.6608899690004674,0.5555555555555556,,,0.587155879589029
